"insee_dep","lib_france_services","adresse","adresse_cplmt","insee_com","code_postal","lib_com","type_structure","lib_structure","h_lundi","h_mardi","h_mercredi","h_jeudi","h_vendredi","h_samedi","itinerance","lat","long","result_label","result_score","result_postcode","result_city","result_citycode"
"32","Espace France Services Val de Gers - Antenne de SEISSAN","1 Place Carnot",,,"32260","SEISSAN","Collectivité","Communauté de Communes Val de Gers","9h – 12 / 13h30 – 17h30","9h – 12 / 13h30 – 17h30","9h – 12 / 13h30 – 17h30","9h – 12 / 13h30 – 17h30","9h – 12 / 13h30 – 17h30",,,"43.492681","0.592072","1 Place Carnot 32260 Seissan","0.94","32260","Seissan","32426"
"32","Espace France Services Val de Gers - Antenne de BARRAN","45 rue du Docteur G. Demandès","Mairie de Barran",,"32350","BARRAN","Collectivité","Communauté de Communes Val de Gers",,"8h30 – 12h","8h30 – 12h / 13h30 – 17h","8h30 – 12h / 13h30 – 17h","8h30 – 12h","8h30 – 12h",,"43.616542","0.442847","45 Rue du Docteur Demandes 32350 Barran","0.63","32350","Barran","32029"
"32","Espace France Services de Fleurance","62 Rue Adolphe Cadéot",,,"32500","FLEURANCE","Collectivité","Commune de Fleurance
Gestion : CCAS de Fleurance","8h30 – 12h30 / 13h30 – 17h","8h30 – 12h30 / 13h30 – 17h","8h30 – 12h30 / 13h30 – 17h","8h30 – 12h30 / 13h30 – 17h","8h30 – 12h30 / 13h30 – 16h30",,,"43.850282","0.661762","62 Rue Adolphe Cadéot 32500 Fleurance","0.95","32500","Fleurance","32132"
"32","Espace France Services de Lectoure","2 Cours Gambetta",,,"32700","LECTOURE","Collectivité","Commune de Lectoure
Gestion : CCAS de Lectoure","8h30 – 12h / 13h30 – 17h","8h30 – 12h / 13h30 – 17h","8h30 – 12h / 13h30 – 17h","8h30 – 12h / 13h30 – 17h","8h30 – 12h / 13h30 – 17h",,,"43.933522","0.626401","2 Cours Gambetta 32700 Lectoure","0.94","32700","Lectoure","32208"
"33","Espace France Services de Sainte Foy la Grande","12 boulevard Charles Garrau",,,"33220","SAINTE FOY LA GRANDE",,,,,,,,,,"44.839036","0.219476","12 Boulevard Charles Garrau 33220 Sainte-Foy-la-Grande","0.94","33220","Sainte-Foy-la-Grande","33402"
"33","Espace France Services de RAUZAN","11 grand rue",,,"33420","RAUZAN","La Poste",,,,,,,,,"44.779665","-0.124905","11 Grande Rue 33420 Rauzan","0.83","33420","Rauzan","33350"
"33","Espace France Services de Cussac Fort Médoc","34, avenue du haut médoc",,,"33460","CUSSAC FORT MEDOC",,,,,,,,,,"45.114496","-0.73088","34 Avenue du Haut Médoc 33460 Cussac-Fort-Médoc","0.94","33460","Cussac-Fort-Médoc","33146"
"33","Plateforme services publics ste Eulalie","1 pl CH de Gaulle",,,"33560","STE EULALIE",,,,,,,,,,"44.908396","-0.473335","1 Place de Gaulle 33560 Sainte-Eulalie","0.66","33560","Sainte-Eulalie","33397"
"33","Espace France Services de PESSAC","Rue de l'Horloge",,,"33600","PESSAC",,,,,,,,,,"44.791606","-0.628367","Rue de l'Horloge 33600 Pessac","0.96","33600","Pessac","33318"
"33","Maison France Services LACANAU","3 Rue de l'Aiguillonne",,,"33680","LACANAU ",,,,,,,,,,"44.978789","-1.073617","3 Rue de l'Aiguillonne 33680 Lacanau","0.95","33680","Lacanau","33214"
"33","Espace France Services de Captieux","Place du 8 mai 1945",,,"33840","CAPTIEUX",,,,,,,,,,"44.291757","-0.261174","Place du 8 Mai 1945 33840 Captieux","0.94","33840","Captieux","33095"
"34","MFS itinérante MSA","581 avenue Georges Méliès","Itinerante",,"34000","Montpellier","Opérateur","MSA","9h45-12h15/ 13h30-16h","9h45-12h15/ 13h30-16h","9h45-12h15/ 13h30-16h","9h45-12h15/ 13h30-16h","9h45-12h15/ 13h30-16h",,"Oui","43.605859","3.920475","581 Rue Georges Méliès 34000 Montpellier","0.67","34000","Montpellier","34172"
"34","MFS Hérault Méditerranée","Avenue des sergents",,,"34300","AGDE","Collectivité ","Agglomération Hérault Méditerranée","9h-12h30 /13h30-17h","9h-12h30 /13h30-17h","9h-12h30 /13h30-17h","9h-12h30 /13h30-17h","9h-12h30 /13h30-17h",,"Oui","43.280883","3.514681","Avenue des Sergents 34300 Agde","0.95","34300","Agde","34003"
"34","bedarieux","Rue Louis Baisse",,,"34310","CAPESTANG",,,,,,,,,,"43.327961","3.045639","Rue Louis Baisse 34310 Capestang","0.94","34310","Capestang","34052"
"34","MFS Capestang","6 place Ferrer",,,"34310","CAPESTANG","Collectivité ","CC sud Hérault","8h30 – 12h/ 13h00 – 17h30","8h30 – 12h/ 13h30 – 17h30","13h00 -17h30","8h30 – 12h/ 13h00 – 17h30","8h30 – 12h/ 13h00 – 17h30",,"Oui","43.32748","3.04669","6 Place Ferrer 34310 Capestang","0.94","34310","Capestang","34052"
"34","Espace France Services Sérignan ","146 avenue de la plage","pôle social",,"34410","SÉRIGNAN","Collectivité","Mairie de Sérignan","9h – 12h / 14h – 18h","9h – 12h / 14h – 18h","9h – 12h / 14h – 18h","9h – 12h / 14h – 18h","9h – 12h / 14h – 17h00",,,"43.280237","3.280593","146 Avenue de la Plage 34410 Sérignan","0.72","34410","Sérignan","34299"
"34","Espace France Services avant monts ","27 bis avenue de la république",,,"34490","MURVIEL LES BÉZIERS","Collectivité","CC les avants monts","9h – 16h30","9h - 11h30 / 14h30 – 16h30","9h - 11h30 / 14h30 – 16h30","9h - 11h30 / 14h30 – 18h30","9h – 11h30",,,"43.433641","3.148763","27 bis Avenue de la Republique 34490 Murviel-lès-Béziers","0.94","34490","Murviel-lès-Béziers","34178"
"34","MFS lodevois et larzac","1 Place Capitaine Francis Morand",,,"34700","LODEVE ","Collectivité","CC du lodévois et larzac","8h 30- 12h / 13h30 – 17h30","8h 30- 12h / 13h30 – 17h30","8h 30- 12h / 13h30 – 17h30","8h 30- 12h / 13h30 – 17h30",,,,"43.732037","3.316843","1 Place Capitaine Francis Morand 34700 Lodève","0.95","34700","Lodève","34142"
"35","PIMMS MFS","2 rue du Sous-Lieutenant Yves-Berger",,,"35000","RENNES","PIMMS","PIMMS Médiation Métropole Rennes","9h-12h30 / 14h-17h15","14h-17h15","9h-12h30 / 14h-17h15","14h-17h15","9h-12h30 / 14h-17h15",,,"48.088114","-1.673817","2 Rue du Sous-lieutenant Yves Berger 35200 Rennes","0.89","35200","Rennes","35238"
"35","MFS de la communauté de communes Bretagne Romantique","3 rue de la mairie",,,"35270","COMBOURG","Collectivité","communauté de communes Bretagne Romantique","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h – 12h",,,"48.409673","-1.752491","3 Rue de la Mairie 35270 Combourg","0.95","35270","Combourg","35085"
"35","MFS de la communauté de communes de Saint-Méen-Montauban","22 rue de Gaël",,,"35290","SAINT-MEEN-LE-GRAND","Collectivité","communauté de communes St-Méen-Montauban","8h30-12h30","8h30-12h30 / 13h30-17h","8h30-18h","8h30-12h30 / 13h30-17h","8h30-12h30 / 13h30-17h","10h-13h (1er samedi du mois)",,"48.184266","-2.195907","22 Rue de Gaël 35290 Saint-Méen-le-Grand","0.95","35290","Saint-Méen-le-Grand","35297"
"35","MFS la Poste Sens de Bretagne","Place de la gare",,,"35490","SENS DE BRETAGNE","La Poste","La Poste de Sens de Bretagne",,"9h-12h / 14h30-17h30","9h-12h / 14h30-17h30","9h-12h / 14h30-17h30","9h-12h / 14h30-17h30","9h-12h",,"48.334503","-1.537716","Place de la Gare 35490 Sens-de-Bretagne","0.94","35490","Sens-de-Bretagne","35326"
"35","Espace France Services Point Accueil Emploi de Pipriac","36 rue de l’avenir",,,"35550","PIPRIAC","Association","iloz Maison de services et de l’emploi du Pays de Pipriac","9h-12h / 14h-17h","9h-18h30","9h-12h ","9h-12h ","9h-12h ",,,"47.809531","-1.934962","36 Rue de l'Avenir 35550 Pipriac","0.94","35550","Pipriac","35219"
"35","MFS la Poste Pleine-Fougères","Rue de Normandie",,,"35610","PLEINE-FOUGERES","La Poste","La Poste de Pleine-Fougères","14h-16h","9h-12h / 14h-16h","9h-12h / 14h-16h","9h-12h / 14h-16h","9h-12h / 14h-16h","9h-12h",,"48.53367","-1.563607","Rue de Normandie 35610 Pleine-Fougères","0.94","35610","Pleine-Fougères","35222"
"36","Espace France Services d’Aigurande","8 Rue Jean Marien Messant",,,"36140","AIGURANDE","Collectivité","Communauté de communes Marche Berrichonne","14h – 18h","8h15 - 12h15 / 14h – 18h","8h15 - 12h15 / 14h – 18h","8h15 - 12h15 / 14h – 18h","8h15 - 12h15 / 14h – 18h","8h15 – 12h15",,"46.431904","1.824752","8 Rue Jean Marien Messant 36140 Aigurande","0.94","36140","Aigurande","36001"
"36","Espace France Services de Vatan","Avenue de la Sentinelle",,,"36150","VATAN","Collectivité","Commune de Vatan","9h – 12h / 13h30 – 18h","9h – 12h","9h – 12h","9h – 12h","9h – 12h / 13h30 – 18h",,,"47.07872","1.813529","Avenue de la Sentinelle 36150 Vatan","0.94","36150","Vatan","36230"
"36","Espace France Services Brenne Box","1 Place Jean Moulin",,,"36290","MÉZIÈRES-EN-BRENNE","Collectivité","Cdc Brenne Box","9h – 12h / 14h – 17h","9h – 12h / 14h – 17h","14h – 17h","9h – 12h / 14h – 17h","14h – 17h",,,"46.819459","1.208957","1 Place Jean Moulin 36290 Mézières-en-Brenne","0.94","36290","Mézières-en-Brenne","36123"
"36","Espace France Services de Chaillac","5 Rue de la Poste",,,"36310","CHAILLAC","La Poste","LA POSTE","8h45 - 12h15 / 13h30 – 16h17","8h45 - 12h15 / 13h30 – 16h17","13h30 – 16h15","8h45 - 12h15 / 13h30 – 16h17","8h45 - 12h15 / 13h30 – 16h17","8h45 – 12h",,"46.434758","1.298115","5 Rue de la Poste 36310 Chaillac","0.94","36310","Chaillac","36035"
"36","Espace France Services de Valençay","11 Route de Faverolles",,,"36600","VALENÇAY","Opérateur","Cdc Ecueillé-Valencay + MSA","'-","8h30 – 12h / 13h – 17h","10h – 12h / 13h30 – 17h","8h30 – 12h / 13h – 17h","8h30 – 12h / 13h – 16h","10h – 12h / 14h – 16h",,"47.24932","1.542865","11 Route de Valencay 36600 La Vernelle","0.63","36600","La Vernelle","36233"
"37","Espace France Services Descartes","5, rue du vieux Marché","La Maison de la Tour",,"37160","DESCARTES","Collectivité","CC Loches Sud Touraine","9h-12h30 (avec rdv) 14h-16h30 (sans rdv)","Mardi sur RDV","Me 9h-12h30 (sans rdv) 14h-16h30 (rdv)","Je 9h-12h30 14h-16h30 (sans rdv)","Ve 9h-12h30/14h-16h30 ( sur RDV)",,,,,,,,,
"37","Espace France Services Montlouis-sur-Loire","1bis, rue de Boisdenier",,,"37270","MONTLOUIS-SUR-LOIRE","Collectivité","Ville de Montlouis-sur Loire","8h30-12h / 13h30-17h","8h30-12h / 13h30-17h","8h30-12h / 13h30-17h","8h30-12h","8h30-12h / 13h30-17h",,,"47.386925","0.823896","Rue de Boisdenier 37270 Montlouis-sur-Loire","0.85","37270","Montlouis-sur-Loire","37156"
"37","Espace France Services Descartes - Antenne de Preuilly-sur-Claise","1 place Jean Moulin",,,"37290","PREUILLY-SUR-CLAISE","Collectivité","CC Loches Sud Touraine",":Lundi : 9h-12h30","Mardi sur RDV","14h-16h30","fermé","Vendredi : 9h00-12h30/14h00-16h30",,,"46.863275","0.929281","Le Pouet 37290 Preuilly-sur-Claise","0.55","37290","Preuilly-sur-Claise","37189"
"37","Association RESOUDRE","4, rue Lavoisier",,,"37300","JOUÉ-LES-TOURS","Association","Association Résoudre","9h-12h / 13h-17h","9h-12h / 13h-17h","13h00-17h","9h-12h / 13h-17h","9h-12h / 13h-17h",,,"47.346935","0.660672","4 Rue Lavoisier 37300 Joué-lès-Tours","0.96","37300","Joué-lès-Tours","37122"
"37","Espace France Services Descartes Antenne du Grand Pressigny","1 bis place des Halles",,,"37350","Le Grand Pressigny","Collectivité","CC Loches Sud Touraine","fermé","Mardi sur RDV","fermé","Jeudi 9h-12h/14h-16h30 ( sans RDV)","fermé",,,"46.920551","0.803554","1 bis Place des Halles 37350 Le Grand-Pressigny","0.94","37350","Le Grand-Pressigny","37113"
"37","Espace France Services Sainte-Maure de Touraine","77 ave du Générale de Gaulle","Les Passerelles",,"37800","SAINTE-MAURE-DE-TOURAINE","Association","Association Relais Emploi","9h00 à 12h00 sans rendez-vous14h00 à 17h00 sur rendez-vous","9h00 à 12h00 sans rendez-vous14h00 à 17h00 sur rendez-vous","9h00 à 12h00 sans rendez-vous14h00 à 17h00 sur rendez-vous","9h00 à 12h00 sans rendez-vous14h00 à 17h00 sur rendez-vous","9h00 à 12h00 sans rendez-vous14h00 à 17h00 sur rendez-vous",,,"47.11289","0.616991","77 Avenue du Général de Gaulle 37800 Sainte-Maure-de-Touraine","0.69","37800","Sainte-Maure-de-Touraine","37226"
"38","PIMMS de Grenoble","97 Galerie de l'Arlequin",,,"38100","GRENOBLE","PIMMS","PIMMS","13-17","9-12/13-17","9-12/13-17","9-12/13-17","9-12","10-12 :30",,"45.164079","5.732875","97 Galerie de l'Arlequin 38100 Grenoble","0.96","38100","Grenoble","38185"
"38","St Marcellin","2 bd du Riondel et 2 av du Collège",,,"38160","SAINT-MARCELLIN","Opérateur","MSA et Mairie de St Marcellin","8:30-12/13:30-16:30","8:30-12/13:30-16:30","8:30-12/13:30-16:30","8:30-12","8:30-12/13:30-16:30","fermé",,"45.154361","5.319521","2 Avenue du Collége 38160 Saint-Marcellin","0.57","38160","Saint-Marcellin","38416"
"38","Pont de Beauvoisin","82 chemin des Pâquerettes",,,"38480","PONT DE BEAUVOISIN","Collectivité","CC Vals du Dauphiné","9-12 :30/13 :30-17","9-12 :30/13 :30-17","9-12 :30/13 :30-17","9-12 :30/13 :30-18 :30","9-12 :30","fermé",,"45.536474","5.646368","82 Chemin des Pâquerettes 38480 Le Pont-de-Beauvoisin","0.89","38480","Le Pont-de-Beauvoisin","38315"
"38","Morestel","84 Place du 8 Mai 1945",,,"38510","MORESTEL","Collectivité","CC Balcons du Dauphiné","8 :30-12/13:30-17","8 :30-12/13:30-17","8 :30-12/13:30-17","8 :30-12/13:30-17","8 :30-12/13:30-17","fermé",,"45.673981","5.471211","84 Place du 8 Mai 1945 38510 Morestel","0.95","38510","Morestel","38261"
"38","Bourg d’Oisans","Avenue Aristide Briand",,,"38520","LE BOURG-D'OISANS","Collectivité","CC Oisans","8 :30-12/13 :30-17","8 :30-12/13 :30-17","8 :30-12/13-17","8 :30-12/13 :30-17","8 :30-12","fermé",,"45.054724","6.032089","Avenue Aristide Briand 38520 Le Bourg-d'Oisans","0.94","38520","Le Bourg-d'Oisans","38052"
"38","Monestier de Clermont","Grand Rue",,,"38650","MONESTIER DE CLERMONT","La Poste","La Poste","fermé","8 :30-12/13 :30-16","9-12/13 :30-16","8 :30-12/13 :30-16","8 :30-12/13 :30-16","8 :30-12",,"44.926398","5.63831","Grand Rue 38650 Monestier-de-Clermont","0.94","38650","Monestier-de-Clermont","38242"
"38","PIMMS Pont de Claix","12 Avenue Charles de Gaulle",,,"38800","LE PONT-DE-CLAIX","PIMMS","PIMMS","13-17","9-12/13-17","9-12/13-17","9-12/13-17","9-12","fermé",,"45.136409","5.709063","12 Avenue Charles de Gaulle 38800 Le Pont-de-Claix","0.95","38800","Le Pont-de-Claix","38317"
"39","Espace France Services de Salins","La Tour - ZA les Mélincols",,,"39110","SALINS LES BAINS",,,,,,,,,,"46.949348","5.861427","Les Melincols Ouest 39110 Salins-les-Bains","0.68","39110","Salins-les-Bains","39500"
"39","Espace France Services de Ounans","11 route de Salins",,,"39380","OUNANS",,,,,,,,,,"46.994091","5.668356","11 Route de Salins 39380 Ounans","0.93","39380","Ounans","39399"
"39","Espace France Services d'Arbois","10 rue de l'hôtel de ville",,,"39600","ARBOIS   ",,,,,,,,,,"46.902668","5.772358","10 Rue de l'Hôtel de Ville 39600 Arbois","0.94","39600","Arbois","39013"
"40","Espace France Services de Peyrehorade","156 route de Mahoumic",,,"40300","PEYREHORADE",,,,,,,,,,"43.55478","-1.122575","156 Route de Mahoumic 40300 Peyrehorade","0.94","40300","Peyrehorade","40224"
"40","Espace France Services de Geaune","2 rue de la Poste",,,"40320","GEAUNE","La Poste",,,,,,,,,"43.640403","-0.379791","2 Rue de la Poste 40320 Geaune","0.94","40320","Geaune","40110"
"40","Espace France Services de Rion-des-Landes","144 avenue Frédéric Bastiat",,,"40370","RION-DES-LANDES","La Poste",,,,,,,,,"43.933235","-0.922735","144 Avenue Frédéric Bastiat 40370 Rion-des-Landes","0.94","40370","Rion-des-Landes","40243"
"40","Espace France Services d’Aire-sur-l’Adour","4 rue René Méricam ",,,"40800","AIRE-SUR-L’ADOUR",,,,,,,,,,"43.700463","-0.2611","4 Rue René Méricam 40800 Aire-sur-l'Adour","0.95","40800","Aire-sur-l'Adour","40001"
"41","BLOIS","11 Place Rene Coty ",,,"41000","BLOIS",,,,,,,,,,"47.593693","1.318363","11 Place Rene Coty 41000 Blois","0.96","41000","Blois","41018"
"41","MONDOUBLEAU","3 Allée de la Gare",,,"41170","MONDOUBLEAU",,,,,,,,,,"47.984097","0.892329","3 Allée de la Gare 41170 Mondoubleau","0.94","41170","Mondoubleau","41143"
"41","SALBRIS","50 Boulevard de la République",,,"41300","SALBRIS",,,,,,,,,,"47.424674","2.053334","50 Boulevard de la République 41300 Salbris","0.95","41300","Salbris","41232"
"41","MER","9 Route Nationale",,,"41500","MER",,,,,,,,,,"47.699867","1.508583","9 Route Nationale 41500 Mer","0.95","41500","Mer","41136"
"43","Espace France Services de Craponne-sur-Arzon","Place de la Gare",,,"43500","CRAPONNE SUR ARZON","Collectivité","Communauté d’agglomération du Puy-en-Velay","Accueil sans RDV 9h00 – 12h00

Accueil sur RDV 8h30 – 09h00 / 12h00 – 17h30
","Accueil sans RDV 9h00 – 16h30

Accueil sur RDV 8h30 – 09h00 / 16h30 – 17h30","Accueil sans RDV 9h00 – 12h00 / 14h00 – 16h30

Accueil sur RDV 8h30 – 9h00 / 12h00-14h00/ 16h30 – 17h30","Accueil sans RDV 9h00 – 12h00 / 14h00 – 16h30

Accueil sur RDV 8h30 – 09h00 / 12h00-14h00/ 16h30-17H30
","Accueil sans RDV 9h00 – 12h00

Accueil sur RDV 8h30 – 09h00 / 12h00-17h30
",,,"45.333886","3.851406","Place de la Gare 43500 Craponne-sur-Arzon","0.94","43500","Craponne-sur-Arzon","43080"
"43","Espace France Services de Vorey-sur-Arzon","Place de la Mairie",,,"43800","VOREY/ARZON","Opérateur","La Poste","9h00 – 12h00 / 14h00 – 16h45","9h00 – 11h30 / 14h45 – 16h45","9h00 – 12h00 / 14h00 – 16h45","9h00 – 12h00 / 14h00 – 16h45","9h00 – 12h00 / 14h00 – 16h45","9h00 – 12h00",,"45.186457","3.909146","Place de la Mairie 43800 Vorey","0.78","43800","Vorey","43267"
"43","Espace France Services de Vorey-sur-Arzon","Place de la Mairie",,,"43800","VOREY/ARZON","La Poste",,,,,,,,,"45.186457","3.909146","Place de la Mairie 43800 Vorey","0.78","43800","Vorey","43267"
"44","Espace France Services de Riaillé","182, rue du Cèdre",,,"44440","RIAILLÉ",,,,,,,,,,"47.517779","-1.294659","182 Rue du Cèdre 44440 Riaillé","0.94","44440","Riaillé","44144"
"44","Espace France Services de Derval","14, rue de la Garlais",,,"44590","DERVAL",,,,,,,,,,"47.668489","-1.670259","14 Rue de la Garlais 44590 Derval","0.94","44590","Derval","44051"
"45","Espace France Services de la Maison du département de l’ouest Orléanais","44 Rue de Chateaudun",,,"45130","MEUNG-SUR-LOIRE","Collectivité","Conseil départemental","8h30 – 12h00/13h30 – 16h30 sur RDV","8h30 – 12h00/13h30 – 16h30 sur RDV","8h30 – 12h00/13h30 – 16h30 sur RDV","8h30 – 12h00/13h30 – 16h30 sur RDV","8h30 – 12h00/13h30 – 16h30 sur RDV",,,"47.830971","1.681991","44 Rue de Chateaudun 45130 Meung-sur-Loire","0.95","45130","Meung-sur-Loire","45203"
"45","Espace France Services du Pimms du Plateau","26 Rue de la Pontonnerie",,,"45200","MONTARGIS","PIMMS","Union Nationale des PIMMS","9h - 12h30 / 13h00 – 17h30","9h - 12h30 / 13h00 – 17h30","9h - 12h30 / 13h00 – 17h30","9h - 12h30 / 13h00 – 17h30","9h - 12h30 / 13h00 – 17h30",,,"48.000424","2.726123","26 Rue de la Pontonnerie 45200 Montargis","0.95","45200","Montargis","45208"
"45","Espace France Services du Beaunois","3 bis Rue des Déportés",,,"45340","BEAUNE-LA-ROLANDE","Collectivité","CC du pithiverais Gâtinais","9h - 12h30 / 13h30 – 17h30","9h - 12h30 / 13h00 – 17h30","9h - 12h30 / 13h00 – 17h30","9h - 12h30 / 13h00 – 17h30","9h - 12h30 / 13h30 – 16h30",,,"48.071606","2.435226","3 bis Rue des Déportés 45340 Beaune-la-Rolande","0.94","45340","Beaune-la-Rolande","45030"
"46","Communauté d'aglomération Grand Cahors","72 rue du Président Wilson ","Hôtel Wilson",,"46000","CAHORS",,,,,,,,,,"44.446218","1.439927","72 Rue du President Wilson 46000 Cahors","0.72","46000","Cahors","46042"
"46","Association Ségala Limargue","Pôle Multiculturel Communautaire 81 Rue Principale ",,,"46120","LEYME",,,,,,,,,,"44.78526","1.900465","81 Rue Principale 46120 Leyme","0.45","46120","Leyme","46170"
"46","Commune de Cajarc","40 Boulevard du Tour de Ville ",,,"46160","CAJARC",,,,,,,,,,"44.48475","1.843145","40 Boulevard du Tour de Ville 46160 Cajarc","0.94","46160","Cajarc","46045"
"46","Communauté de communes du Causse de Labastide-Murat","8 Grande Rue du Causse ",,,"46240","LABASTIDE MURAT",,,,,,,,,,"44.647463","1.567651","8 Grande Rue du Causse 46240 Cœur de Causse","0.6","46240","Cœur de Causse","46138"
"47","Espace France Services  de Duras","14, boulevard Jean Brisseau",,,"47120","DURAS","Collectivité","Communauté de communes du Pays de Duras","9h – 12h 30 / 13h 30 - 18h","9h – 12h 30 / 13h 30 - 18h","9h – 12h 30 / 14h – 17h","9h – 12h 30 / 13h 30 - 18h","9h – 12h 30 / 14h – 17h","fermé",,"44.677266","0.182852","14 Boulevard Jean Brisseau 47120 Duras","0.94","47120","Duras","47086"
"47","Espace France Services de Laplume  ","Place du Foirail","Bureau de Poste",,"47310","LAPLUME","La Poste","La Poste  ","9h -11h 30 / 14 h – 16 h 45","9h -11h 30 / 14 h – 16 h 45","9h -11h 30 / 14 h – 16 h 45","9h -11h 30 / 14 h – 16 h 45","9h -11h 30 / 14 h – 16 h 45","9 h 30-12 h ",,"44.111239","0.532267","Place du Château 47310 Laplume","0.5","47310","Laplume","47137"
"47","Espace France Services de Nérac","10 place Aristide Briand ","Centre Haussmann",,"47600","NÉRAC","Collectivité","Communauté de communes Albret Communauté ","9h -12h / 14 h – 17 h ","9h -12h / 14 h – 17 h ","9h -12h / 14 h – 17 h ","9 h -  12 h","9 h -  12 h","fermé","Oui","44.137012","0.338267","10 Place Aristide Briand 47600 Nérac","0.65","47600","Nérac","47195"
"48","Espace France Services de Marvejols","6 Rue Victor Cordesse ",,,"48100","MARVEJOLS","Collectivité","CC du Gévaudan","de 8h30 à 12h et de 13h30 à 17h30","de 8h30 à 12h et de 13h30 à 17h30","de 8h30 à 12h et de 13h30 à 17h30","de 8h30 à 12h et de 13h30 à 17h30","de 8h30 à 12h et de 13h30 à 17h30",,,"44.553288","3.2918","6 Rue Victor Cordesse 48100 Marvejols","0.95","48100","Marvejols","48092"
"48","Espace France Services  de Saint-Chély d’Apcher","Rue de l'ancien hôpital",,,"48200","SAINT-CHÉLY D’APCHER","Collectivité","Communauté de communes des Terres d’APcher – Margeride-Aubrac","8h30-12h  13h30-17h30","8h30-12h  13h30-17h30","8h30-12h  13h30-17h30","8h30-12h  13h30-17h30","8h30-12h  13h30-17h",,,"44.809775","3.285734","Rue de l'Avenir 48200 Saint-Chély-d'Apcher","0.64","48200","Saint-Chély-d'Apcher","48140"
"48","Espace France Services  du Pont de Montvert Sud Mont-Lozère","Bâtiment de la mairie ",,,"48220","LE PONT DE MONVERT SUD MONT LOZÈRE","Collectivité","CC des Cévennes au Mont Lozère","9h30-12h  AM sur RDV","9h30-12h  AM sur RDV","9h30-12h  ","9h30-12h  14h-20h","9h30-12h  ",,,"44.334638","3.896249","Place de l'Ancienne Mairie 48220 Vialas","0.28","48220","Vialas","48194"
"48","Espace France Services  de Langogne","1 Quai du Langouyrou ",,,"48300","LANGOGNE","Collectivité","Communauté communes du Haut Allier","8h45 à 12h et 13h45 à 16h45 – les partenaires ont aussi accès aux bureaux en dehors des heures d’ouverture","8h45 à 12h et 13h45 à 16h45 – les partenaires ont aussi accès aux bureaux en dehors des heures d’ouverture","8h45 à 12h et 13h45 à 16h45 – les partenaires ont aussi accès aux bureaux en dehors des heures d’ouverture","8h45 à 12h et 13h45 à 16h45 – les partenaires ont aussi accès aux bureaux en dehors des heures d’ouverture","8h45 à 12h et 13h45 à 16h45 – les partenaires ont aussi accès aux bureaux en dehors des heures d’ouverture",,,"44.725711","3.857039","1 Quai du Langouyrou 48300 Langogne","0.94","48300","Langogne","48080"
"49","France Services de Chemillé-en-Anjou","5 Rue de la Gabardière",,,"49120","CHEMILLE-EN-ANJOU","Association","Centre social et socio culturel du chemillois","9h -12h / 14h - 18h","9h -12h / 14h - 18h","9h -12h / 14h - 18h","9h -12h / 14h - 18h","9h -12h / 14h - 18h","9h – 12h 30  ",,"47.216912","-0.727681","5 Rue de la Gabardière 49120 Chemillé-en-Anjou","0.95","49120","Chemillé-en-Anjou","49092"
"49","France-Services Loire Layon (St Georges)","5, rue de Savennières",,,"49170","SAINT GEORGES SUR LOIRE","Association","Centre social intercommunal l’Atelier","9h – 12h30 / 13h30 – 18 h","9h – 12h30 / 13h30 – 17h30","9h – 12h30 / 13h30 – 17h30","9h – 12h30 / 13h30 – 17h30","9h – 12h30 / 13h30 – 17h30",,,"47.406964","-0.757777","5 Rue de Savennières 49170 Saint-Georges-sur-Loire","0.94","49170","Saint-Georges-sur-Loire","49283"
"49","France Services de Montreuil-Bellay","139 Rue d'Anjou",,,"49260","MONTREUIL-BELLAY","Association","Centre social et culturel intercommunal Roland Charrier","9h - 12h / 13h30 – 17h30","9h - 12h / 13h30 – 17h30","9h - 12h / 13h30 – 17h30","9h - 12h / 13h30 – 17h30","9h – 12h / 13h30 – 16h",,,"47.127865","-0.143755","139 Rue d'Anjou 49260 Montreuil-Bellay","0.94","49260","Montreuil-Bellay","49215"
"49","France-Services Loire Layon (Chalonnes)","4 Rue des Poilus",,,"49290","CHALONNES SUR LOIRE","Collectivité","CCAS de Chalonnes sur Loire","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h - 12h","9h - 12h / 14h – 17h","9h - 12h",,,"47.35206","-0.761805","4 Rue des Poilus 49290 Chalonnes-sur-Loire","0.95","49290","Chalonnes-sur-Loire","49063"
"49","France Services Vallée du Haut Anjou","2 Rue des Fontaines",,,"49330","LES HAUTS D’ANJOU","Association","Communauté de communes des Vallées du Haut Anjou","9h -12h15 / 14h – 17h","9h -12h15 / 14h – 17h","9h -12h15 / 14h – 17h","9h -12h15 / 14h – 17h","9h -12h15 / 14h – 17h",,,"47.680715","-0.49429","2 Rue des Fontaines 49330 Les Hauts-d'Anjou","0.94","49330","Les Hauts-d'Anjou","49080"
